formula,defectid,site,Eb_sum,Vr_max,Eg,Ev,Ehull
La3Nb1O7,0143911,2,12.454896273382161,-1.6041816447738562,3.0469,5.9297,0.0
La3Nb1O7,0143911,3,11.462143221916392,-3.100471243274967,3.0469,6.198,0.0
La3Nb1O7,0143911,4,11.77815480498321,-1.6041816447738562,3.0469,6.0716,0.0
Mg1Nb2O6,0144307,1,10.885260687082457,-1.6041816447738562,3.5232,5.5587,0.0
Mg1Nb2O6,0144307,2,7.826088211357833,-1.6041816447738562,3.5232,5.7976,0.0
Mg1Nb2O6,0144307,3,12.951563732956124,-1.6041816447738562,3.5232,5.892,0.0
Mn2O5Y1,0144940,1,8.32201461042067,-0.433744681701679,1.1218,3.4069,0.0
Mn2O5Y1,0144940,2,8.989429185155085,-0.433744681701679,1.1218,4.1797,0.0
Mn2O5Y1,0144940,3,6.358361830677579,-0.433744681701679,1.1218,2.5169,0.0
Mn2O5Y1,0144940,4,8.799357539594483,-0.5156224113418986,1.1218,4.0788,0.0
Mn2O5Sr2,0145133,1,7.4572512319373185,-0.5156224113418986,0.6477,3.162,0.0
Mn2O5Sr2,0145133,2,7.779959007850204,-0.5156224113418986,0.6477,3.2408,0.0
Mn2O5Sr2,0145133,3,8.010796914189646,-0.5156224113418986,0.6477,3.5082,0.0
Mn4Nb2O9,0147238,1,12.121342508384755,-1.6041816447738562,2.365,5.1592,0.0
Mn4Nb2O9,0147238,2,8.736579417961515,-1.6041816447738562,2.365,5.6565,0.0
Ni1O3Ti1,0149539,1,8.915357704413907,-1.242157708529182,2.2791,5.0491,0.0
Al1Nb1O4,0151582,1,7.422367899093695,-1.6041816447738562,3.5385,5.8591,0.0
Al1Nb1O4,0151582,2,10.434155664868069,-1.6041816447738562,3.5385,5.9759,0.0
Al1Nb1O4,0151582,3,11.805372540843422,-1.6041816447738562,3.5385,6.3338,0.0
Al1Nb1O4,0151582,4,12.168274296656021,-1.6041816447738562,3.5385,5.6034,0.0
Ba3Ni1O4,0154647,1,10.1806561538994,-2.8403280769497066,1.5908,3.965,0.0
Ba3Ni1O4,0154647,2,6.5431765379600835,-1.242157708529182,1.5908,4.1209,0.0
Ca1Co2O4,0155087,1,,,1.5016,4.3137,0.0
Ca1Co2O4,0155087,2,,,1.5016,3.3239,0.0
Ca1Co2O4,0155087,3,,,1.5016,3.9338,0.0
Ca1Co2O4,0155087,4,,,1.5016,3.5178,0.0
Co1O3Y1,0155205,1,,,0.9879,2.4751,0.0
Co1O3Y1,0155205,2,,,0.9879,2.5041,0.0
Fe1O3Sr1,0159544,1,,,0.0467,0.934,0.0
Fe2O7Sr3,0159759,1,,,0.0367,1.0297,0.0
Fe2O7Sr3,0159759,2,,,0.0367,1.6842,0.0
Fe2O7Sr3,0159759,3,,,0.0367,0.5224,0.0
Fe1O5Ti2,0159784,1,9.477172813046348,-1.41,1.1405,5.4368,0.0
Fe1O5Ti2,0159784,2,7.695780580889728,-1.41,1.1405,5.287,0.0
Fe1O5Ti2,0159784,3,10.488677460735527,-1.41,1.1405,5.2491,0.0
Fe1O2Sr1,0160074,1,8.025412087757513,-1.41,0.1476,4.9163,0.0
Co1La1O3,0169397,1,,,1.0736,2.6204,0.0
Co1La1O3,0169397,2,,,1.0736,2.4289,0.0
Ba2Fe1O4,0169441,1,,,0.7901,2.2037,0.0
Ba2Fe1O4,0169441,2,,,0.7901,2.4015,0.0
Ba2Fe1O4,0169441,3,,,0.7901,2.6558,0.0
Ba2Fe1O4,0169441,4,,,0.7901,2.7749,0.0
Co4Nb2O9,0170357,1,12.096556170412992,-1.2318970816502175,2.1252,4.9564,0.0
Co4Nb2O9,0170357,2,8.735178518690093,-1.2318970816502175,2.1252,5.3286,0.0
Ca1Fe1O2,0170770,1,7.990283263575917,-1.41,1.4027,5.363,0.0
Co5O15Sr6,0171017,1,,,0.9149,2.8092,0.0
Co5O15Sr6,0171017,2,,,0.9149,2.8073,0.0
Co5O15Sr6,0171017,3,,,0.9149,2.8191,0.0
Co5O15Sr6,0171017,4,,,0.9149,2.9466,0.0
Co5O15Sr6,0171017,5,,,0.9149,3.075,0.0
Co5O15Sr6,0171017,6,,,0.9149,2.9496,0.0
Co5O15Sr6,0171017,7,,,0.9149,1.6966,0.0
Co5O15Sr6,0171017,8,,,0.9149,1.7103,0.0
Co5O15Sr6,0171017,9,,,0.9149,1.7076,0.0
Co5O15Sr6,0171017,10,,,0.9149,1.101,0.0
Co5O15Sr6,0171017,11,,,0.9149,1.1027,0.0
Co5O15Sr6,0171017,12,,,0.9149,1.112,0.0
Co5O15Sr6,0171017,13,,,0.9149,0.9633,0.0
Co5O15Sr6,0171017,14,,,0.9149,1.124,0.0
Co5O15Sr6,0171017,15,,,0.9149,0.6908,0.0
Fe1La1O3,0174238,1,9.488614991710994,-1.2626789622871115,1.999,4.3781,0.0
Fe1La1O3,0174238,2,9.942426226605562,-1.2626789622871115,1.999,4.3816,0.0
Fe1La3O6,0174252,1,11.46186471236263,-3.100471243274967,2.5923,5.2854,0.0
Fe1La3O6,0174252,2,8.848040022663954,-1.2626789622871115,2.5923,4.98,0.0
Fe1La3O6,0174252,3,9.118460317645622,-1.2626789622871115,2.5923,4.9114,0.0
Fe1La3O6,0174252,4,8.900754726436352,-1.2626789622871115,2.5923,5.4253,0.0
Fe1Nb2O6,0176178,1,10.653159499877988,-1.41,1.6559,5.2949,0.0
Fe1Nb2O6,0176178,2,7.451129304683197,-1.41,1.6559,5.0063,0.0
Fe1Nb2O6,0176178,3,12.949387591237045,-1.6041816447738562,1.6559,5.7039,0.0
In1Nb1O4,0176585,1,10.926271098733553,-1.5993795332042406,3.229,4.5288,0.0
In1Nb1O4,0176585,2,7.834741636555963,-1.5993795332042406,3.229,4.8115,0.0
Mn2O7Y2,0179580,1,8.465046054180746,-0.433744681701679,1.0635,2.1894,0.0
Mn2O7Y2,0179580,2,12.0946445132752,-3.290655589970924,1.0635,5.5944,0.0
Ba3Mn2O8,0184694,1,,,1.7229,3.2896,0.0
Ba3Mn2O8,0184694,2,,,1.7229,3.2502,0.0
Ba2Fe2O5,0185027,1,7.9187314346666895,-1.2626789622871115,0.866,2.9418,0.0
Ba2Fe2O5,0185027,2,7.956660340779116,-1.2626789622871115,0.866,2.8236,0.0
Ba2Fe2O5,0185027,3,7.456012358055985,-1.2626789622871115,0.866,3.4347,0.0
Ba2Fe2O5,0185027,4,7.474842276955227,-1.2626789622871115,0.866,3.3757,0.0
Ba2Fe2O5,0185027,5,7.46328895049963,-1.2626789622871115,0.866,3.4238,0.0
Ba2Fe2O5,0185027,6,7.52548265790106,-1.2626789622871115,0.866,3.196,0.0
Ba2Fe2O5,0185027,7,7.570768387335727,-1.2626789622871115,0.866,3.0174,0.0
Ba2Fe2O5,0185027,8,7.5468735385394226,-1.2626789622871115,0.866,2.9368,0.0
Ba2Fe2O5,0185027,9,7.59786002584123,-1.2626789622871115,0.866,3.0007,0.0
Ba2Fe2O5,0185027,10,7.640277790834492,-1.2626789622871115,0.866,2.8887,0.0
Ba2Fe2O5,0185027,11,7.251528473882578,-1.2626789622871115,0.866,3.3856,0.0
Ba2Fe2O5,0185027,12,7.216675173395888,-1.2626789622871115,0.866,3.2679,0.0
Ba2Fe2O5,0185027,13,7.1061164908979855,-1.2626789622871115,0.866,3.3174,0.0
Ba2Fe2O5,0185027,14,7.138241411777727,-1.2626789622871115,0.866,3.1745,0.0
Ba2Fe2O5,0185027,15,7.983538269260816,-1.2626789622871115,0.866,3.0437,0.0
Ba2Fe2O5,0185027,16,7.9794180402244645,-1.2626789622871115,0.866,2.9076,0.0
Ba2Fe2O5,0185027,17,8.008475355608477,-1.2626789622871115,0.866,2.9764,0.0
Ba2Fe2O5,0185027,18,8.008373745113683,-1.2626789622871115,0.866,2.8792,0.0
Ba2Fe2O5,0185027,19,7.374434086835398,-1.2626789622871115,0.866,2.9353,0.0
Ba2Fe2O5,0185027,20,7.402876138355221,-1.2626789622871115,0.866,2.8587,0.0
Ba2Fe2O5,0185027,21,7.378107985431047,-1.2626789622871115,0.866,2.9288,0.0
Ba2Fe2O5,0185027,22,7.371366071300289,-1.2626789622871115,0.866,2.8928,0.0
Ba2Fe2O5,0185027,23,7.193925475831074,-1.2626789622871115,0.866,3.2754,0.0
Ba2Fe2O5,0185027,24,7.284960717850943,-1.2626789622871115,0.866,3.089,0.0
Ba2Fe2O5,0185027,25,7.271813154147583,-1.2626789622871115,0.866,3.1349,0.0
Ba2Fe2O5,0185027,26,7.253992888132892,-1.2626789622871115,0.866,3.0935,0.0
Ba2Fe2O5,0185027,27,7.22910414330255,-1.2626789622871115,0.866,3.1514,0.0
Ba2Fe2O5,0185027,28,7.227046343501721,-1.2626789622871115,0.866,3.1018,0.0
Ba2Fe2O5,0185027,29,7.227651432618285,-1.2626789622871115,0.866,3.1434,0.0
Ba2Fe2O5,0185027,30,7.225454910015648,-1.2626789622871115,0.866,3.1198,0.0
Ba2Fe2O5,0185027,31,5.881666166972959,-1.2626789622871115,0.866,3.7062,0.0
Ba2Fe2O5,0185027,32,5.901097705381886,-1.2626789622871115,0.866,3.6969,0.0
Ba2Fe2O5,0185027,33,5.901640041657089,-1.2626789622871115,0.866,3.6871,0.0
Ba2Fe2O5,0185027,34,5.895298258537068,-1.2626789622871115,0.866,3.6461,0.0
Ba2Fe2O5,0185027,35,6.835037867864079,-1.2626789622871115,0.866,3.3392,0.0
Ba2Fe2O5,0185027,36,6.813155484746904,-1.2626789622871115,0.866,3.2114,0.0
Ba2Fe2O5,0185027,37,6.8192787816183404,-1.2626789622871115,0.866,3.2645,0.0
Ba2Fe2O5,0185027,38,6.814899565765435,-1.2626789622871115,0.866,3.2723,0.0
Ba2Fe2O5,0185027,39,7.256616104696199,-1.2626789622871115,0.866,3.8752,0.0
Ba2Fe2O5,0185027,40,7.227284540685735,-1.2626789622871115,0.866,3.8602,0.0
Ba2Fe2O5,0185027,41,7.225313460159807,-1.2626789622871115,0.866,3.8978,0.0
Ba2Fe2O5,0185027,42,7.244166292186097,-1.2626789622871115,0.866,3.9052,0.0
Ba2Fe2O5,0185027,43,6.44283382044167,-1.2626789622871115,0.866,3.7097,0.0
Ba2Fe2O5,0185027,44,6.536995950280755,-1.2626789622871115,0.866,3.5205,0.0
Ba2Fe2O5,0185027,45,6.4396958253012,-1.2626789622871115,0.866,3.6207,0.0
Ba2Fe2O5,0185027,46,6.4438945608677525,-1.2626789622871115,0.866,3.7287,0.0
Ba2Fe2O5,0185027,47,5.621057345429751,-1.2626789622871115,0.866,3.4671,0.0
Ba2Fe2O5,0185027,48,5.572872323657929,-1.2626789622871115,0.866,3.5437,0.0
Ba2Fe2O5,0185027,49,5.588382244114637,-1.2626789622871115,0.866,3.456,0.0
Ba2Fe2O5,0185027,50,5.623172500425721,-1.2626789622871115,0.866,3.5422,0.0
Ba2Fe2O5,0185027,51,5.180655232811265,-1.2626789622871115,0.866,3.1538,0.0
Ba2Fe2O5,0185027,52,5.186337619053726,-1.2626789622871115,0.866,3.448,0.0
Ba2Fe2O5,0185027,53,5.174838880587671,-1.2626789622871115,0.866,3.2867,0.0
Ba2Fe2O5,0185027,54,5.190987431680158,-1.2626789622871115,0.866,3.3637,0.0
Ba2Fe2O5,0185027,55,7.110116989896255,-1.2626789622871115,0.866,3.1687,0.0
Ba2Fe2O5,0185027,56,7.035741058406227,-1.2626789622871115,0.866,3.4226,0.0
Ba2Fe2O5,0185027,57,7.021249371668137,-1.2626789622871115,0.866,3.346,0.0
Ba2Fe2O5,0185027,58,7.008279178773803,-1.2626789622871115,0.866,3.3894,0.0
Ba2Fe2O5,0185027,59,6.869348531484233,-1.2626789622871115,0.866,3.3763,0.0
Ba2Fe2O5,0185027,60,6.836406054422998,-1.2626789622871115,0.866,3.6128,0.0
Ba2Fe2O5,0185027,61,6.830860189573481,-1.2626789622871115,0.866,3.5989,0.0
Ba2Fe2O5,0185027,62,6.8430584967914125,-1.2626789622871115,0.866,3.456,0.0
Ba2Fe2O5,0185027,63,7.197434482352669,-1.2626789622871115,0.866,3.3509,0.0
Ba2Fe2O5,0185027,64,7.208428382338038,-1.2626789622871115,0.866,3.3174,0.0
Ba2Fe2O5,0185027,65,7.234995377442937,-1.2626789622871115,0.866,3.3624,0.0
Ba2Fe2O5,0185027,66,7.19640106388383,-1.2626789622871115,0.866,3.2594,0.0
Ba2Fe2O5,0185027,67,7.744251938768276,-1.2626789622871115,0.866,2.9132,0.0
Ba2Fe2O5,0185027,68,7.765700753288947,-1.2626789622871115,0.866,2.8167,0.0
Ba2Fe2O5,0185027,69,7.794149299257273,-1.2626789622871115,0.866,2.8941,0.0
Ba2Fe2O5,0185027,70,7.788995901061702,-1.2626789622871115,0.866,2.7269,0.0
Ba5Co5O14,0185107,1,,,0.9572,1.4104,0.0
Ba5Co5O14,0185107,2,,,0.9572,1.6794,0.0
Ba5Co5O14,0185107,3,,,0.9572,1.6998,0.0
Ba5Co5O14,0185107,4,6.448328560676025,-1.2318970816502175,0.9572,1.5741,0.0
Ba5Co5O14,0185107,5,6.590419527157365,-1.2318970816502175,0.9572,1.7332,0.0
Ba2Mn1O3,0185165,1,7.132317694629327,-1.994603679653242,2.2354,5.6729,0.0
Ba2Mn1O3,0185165,2,6.969879480923504,-1.994603679653242,2.2354,5.4336,0.0
Ba2Mn1O3,0185165,3,7.384920297304591,-1.994603679653242,2.2354,5.001,0.0
Ba2Mn1O3,0185165,4,7.021448746917104,-1.994603679653242,2.2354,5.22,0.0
Ba3Fe1O5,0185205,1,,,0.2794,2.6054,0.0
Ba3Fe1O5,0185205,2,,,0.2794,2.8479,0.0
Ba3Fe1O5,0185205,3,,,0.2794,2.2623,0.0
Ba3Fe1O5,0185205,4,8.3253472993123,-2.8403280769497066,0.2794,0.975,0.0
Ba1Mn2O8,0185408,1,,,1.732,0.6038,0.0
Ba1Mn2O8,0185408,2,,,1.732,1.712,0.0
Co1O2,0187243,1,,,1.2038,1.7236,0.0
Fe1Nb1O4,0188731,1,10.6179882841031,-1.2626789622871115,1.5659,3.3297,0.0
Fe1Nb1O4,0188731,2,11.399789415450037,-1.2626789622871115,1.5659,4.2238,0.0
Fe1Nb1O4,0188731,3,10.274791528334642,-1.2626789622871115,1.5659,3.9641,0.0
Fe1Nb1O4,0188731,4,6.798387441339617,-1.2626789622871115,1.5659,3.7609,0.0
Fe1O3Y1,0188787,1,9.62245862781519,-1.2626789622871115,1.9865,4.5761,0.0
Fe1O3Y1,0188787,2,10.621117838657268,-1.2626789622871115,1.9865,4.5451,0.0
Fe3O4,0191339,1,7.447091748152856,-1.2626789622871115,0.0471,3.3108,0.0
Fe3O4,0191339,2,6.981447155024417,-1.2626789622871115,0.0471,3.3922,0.0
La1Mn7O12,0193122,1,7.652150228138671,-0.5156224113418986,0.2582,2.7992,0.0
La1Mn7O12,0193122,2,7.260612312219782,-0.5156224113418986,0.2582,3.16,0.0
La1Mn7O12,0193122,3,7.257146953718351,-0.5156224113418986,0.2582,2.8799,0.0
La1Mn7O12,0193122,4,7.201672679405219,-0.5156224113418986,0.2582,2.9978,0.0
La2Ni1O4,0193359,1,10.658516921870829,-1.242157708529182,2.1446,4.519,0.0
La2Ni1O4,0193359,2,11.647796412728074,-1.242157708529182,2.1446,5.6407,0.0
Mn2O7Sr3,0193429,1,8.161292864133237,-0.433744681701679,0.5149,1.7739,0.0
Mn2O7Sr3,0193429,2,7.446876044697353,-0.433744681701679,0.5149,2.5349,0.0
Mn2O7Sr3,0193429,3,8.077977951313343,-0.433744681701679,0.5149,1.8934,0.0
Mn1O4Sr2,0194281,1,8.225427437834881,-0.433744681701679,0.6624,1.8799,0.0
Mn1O4Sr2,0194281,2,7.71533588621886,-0.433744681701679,0.6624,2.6467,0.0
Nb2Ni1O6,0194560,1,10.651596062928942,-1.242157708529182,2.5517,5.2609,0.0
Nb2Ni1O6,0194560,2,7.496543297037206,-1.242157708529182,2.5517,5.0346,0.0
Nb2Ni1O6,0194560,3,13.036670218871933,-1.6041816447738562,2.5517,5.6619,0.0
Mn1Nb2O6,0194582,1,10.694577501099282,-1.6041816447738562,2.4343,5.4219,0.0
Mn1Nb2O6,0194582,2,7.363086539005953,-1.6041816447738562,2.4343,5.4229,0.0
Mn1Nb2O6,0194582,3,12.928877831343469,-1.6041816447738562,2.4343,5.8447,0.0
Mn1O3Ti1,0194723,1,8.886806873254724,-1.9122077365342869,2.3965,5.6107,0.0
Nb6O16Sr1,0195961,1,9.56538601143292,-1.6041816447738562,1.9491,4.6238,0.0
Nb6O16Sr1,0195961,2,10.532984178605917,-1.6041816447738562,1.9491,4.6596,0.0
Nb6O16Sr1,0195961,3,10.499178348826128,-1.6041816447738562,1.9491,4.7454,0.0
Nb6O16Sr1,0195961,4,9.569823523132959,-1.6041816447738562,1.9491,4.1013,0.0
Nb6O16Sr1,0195961,5,13.202020212748794,-1.6041816447738562,1.9491,4.3269,0.0
Nb6O16Sr1,0195961,6,11.39952483160975,-1.6041816447738562,1.9491,4.8533,0.0
Nb6O16Sr1,0195961,7,14.198604979311682,-1.6041816447738562,1.9491,4.702,0.0
Nb6O16Sr1,0195961,8,9.383919267363574,-1.6041816447738562,1.9491,4.6576,0.0
Nb6O16Sr1,0195961,9,14.240627193777414,-1.6041816447738562,1.9491,4.9616,0.0
Nb6O16Sr1,0195961,10,12.200812927889475,-1.6041816447738562,1.9491,5.0872,0.0
Al2Fe1O4,0289591,1,9.55482211622765,-1.41,2.2095,6.1911,0.0
Ba1Ce1O3,0289614,1,7.95518171652391,-1.974911567461291,2.4607,5.014,0.0
Ba1Ce1O3,0289614,2,8.23040956957416,-1.974911567461291,2.4607,5.079,0.0
Ba1Mn1O3,0289618,1,7.352233135476009,-0.433744681701679,2.3022,2.6893,0.0
Ba2O4Ti1,0289663,1,6.14927816873093,-1.9122077365342869,4.1021,5.959,0.0
Ba2O4Ti1,0289663,2,6.760218703184648,-1.9122077365342869,4.1021,6.0973,0.0
Ba2O4Ti1,0289663,3,6.899081133206345,-1.9122077365342869,4.1021,6.0536,0.0
Ba2O4Ti1,0289663,4,6.863241236934591,-1.9122077365342869,4.1021,6.0113,0.0
Ba5Nb4O15,0289691,1,12.699075112276393,-1.6041816447738562,2.7029,5.8946,0.0
Ba5Nb4O15,0289691,2,11.349753825035037,-1.6041816447738562,2.7029,5.7478,0.0
Ba5Nb4O15,0289691,3,7.936056912071296,-1.6041816447738562,2.7029,5.0921,0.0
Ca1O3Ti1,0289774,1,9.907758468995079,-1.9122077365342869,2.513,5.7061,0.0
Ca1O3Ti1,0289774,2,10.192080510531387,-1.9122077365342869,2.513,5.7707,0.0
Ca2Nb2O7,0289796,1,12.734596872876349,-1.6041816447738562,3.0187,5.8217,0.0
Ca2Nb2O7,0289796,2,9.942009033459444,-1.6041816447738562,3.0187,5.4937,0.0
Ca2Nb2O7,0289796,3,8.906983188790095,-1.6041816447738562,3.0187,5.8376,0.0
Ca2Nb2O7,0289796,4,11.363179199933317,-1.6041816447738562,3.0187,5.992,0.0
Ca2Nb2O7,0289796,5,11.225036951277577,-1.6041816447738562,3.0187,5.8171,0.0
Ca2Nb2O7,0289796,6,11.830677300449576,-1.6041816447738562,3.0187,5.8336,0.0
Ca2Nb2O7,0289796,7,7.533270697597909,-1.6041816447738562,3.0187,5.0731,0.0
Ca2Nb2O7,0289796,8,12.898312329072802,-1.6041816447738562,3.0187,5.868,0.0
Ca2Nb2O7,0289796,9,9.82574798332514,-1.6041816447738562,3.0187,5.6139,0.0
Ca2Nb2O7,0289796,10,8.628573898913261,-1.6041816447738562,3.0187,5.4299,0.0
Ca2Nb2O7,0289796,11,12.808207739867127,-1.6041816447738562,3.0187,5.9013,0.0
Ca2Nb2O7,0289796,12,12.181192852757503,-1.6041816447738562,3.0187,5.63,0.0
Ca2Nb2O7,0289796,13,11.764885071728449,-1.6041816447738562,3.0187,5.9201,0.0
Ca2Nb2O7,0289796,14,8.730261873235971,-1.6041816447738562,3.0187,5.5554,0.0
Al1Ce1O3,0289832,1,10.894905757422318,-2.8945619964631555,1.9449,6.424,0.0
Al1Ce1O3,0289832,2,11.078056269181907,-2.8945619964631555,1.9449,6.5135,0.0
Ce1O2,0289838,1,10.41059977213276,-1.974911567461291,2.0527,3.5104,0.0
Ce2O3,0289862,1,17.546287976804223,-3.108762658934736,1.4514,6.4062,0.0
Ce2O3,0289862,2,11.466100888257415,-3.108762658934736,1.4514,6.6495,0.0
Al1La1O3,0289874,1,11.000302627835804,-2.8945619964631555,3.9699,6.451,0.0
La1Mn1O3,0289876,1,8.386770915221366,-0.5156224113418986,1.1781,3.9265,0.02770000000000028
La1Mn1O3,0289876,2,8.829764509845305,-0.5156224113418986,1.1781,3.8986,0.02770000000000028
La1Nb1O4,0289885,1,11.733984704073393,-1.6041816447738562,3.627,5.6119,0.0
La1Nb1O4,0289885,2,8.768955467322947,-1.6041816447738562,3.627,5.884,0.0
La2O3,0289934,1,17.67141372982488,-3.100471243274967,4.0199,6.3604,0.027499999999999858
La2O3,0289934,2,11.57427881422885,-3.100471243274967,4.0199,6.7049,0.027499999999999858
Ce2La2O7,0289949,1,9.688220588067223,-1.974911567461291,2.3069,4.4457,0.0
Ce2La2O7,0289949,2,11.78094248654992,-3.100471243274967,2.3069,5.4163,0.0
Ce1Mg1O3,0289952,1,7.792153531974396,-1.974911567461291,2.1457,1.347,0.0
Ce1Mg1O3,0289952,2,6.587989649516569,-1.974911567461291,2.1457,1.2091,0.0
Mg1O3Ti1,0290005,1,9.299406405871004,-1.9122077365342869,3.5822,6.0449,0.0
Mg2O4Ti1,0290062,1,9.866282476558661,-1.9122077365342869,2.7435,6.2145,0.0
Mg2O4Ti1,0290062,2,8.33565235369954,-1.9122077365342869,2.7435,6.3815,0.0
Mg1O5Ti2,0290080,1,7.909132663569597,-1.9122077365342869,2.8751,5.6623,0.0
Mg1O5Ti2,0290080,2,10.716483490360341,-1.9122077365342869,2.8751,5.5099,0.0
Mg1O5Ti2,0290080,3,10.031549844403788,-1.9122077365342869,2.8751,6.2716,0.0
Nb2O5,0290102,1,9.56538601143292,-1.6041816447738562,2.6936,5.3318,0.0035000000000002807
Nb2O5,0290102,2,9.030626448433097,-1.6041816447738562,2.6936,4.7876,0.0035000000000002807
Nb2O5,0290102,3,13.302689636325148,-1.6041816447738562,2.6936,5.8008,0.0035000000000002807
Nb2O5,0290125,1,9.56538601143292,-1.6041816447738562,2.0917,5.8598,0.0
Nb2O5,0290125,2,13.689966872977159,-1.6041816447738562,2.0917,5.3219,0.0
Nb2O5,0290125,3,8.73871673007816,-1.6041816447738562,2.0917,4.3313,0.0
Ce1O3Sr1,0290130,1,8.28051735338522,-1.974911567461291,2.512,5.1286,0.0
Ce1O3Sr1,0290130,2,8.55673663387907,-1.974911567461291,2.512,5.1089,0.0
O4Sr2Ti1,0290206,1,10.386362394291051,-1.9122077365342869,2.0899,5.5107,0.0
O4Sr2Ti1,0290206,2,8.760129677407377,-1.9122077365342869,2.0899,5.3384,0.0
Nb2O7Sr2,0290243,1,12.730620886174963,-1.6041816447738562,2.6865,5.731,0.0
Nb2O7Sr2,0290243,2,9.894587427917838,-1.6041816447738562,2.6865,5.4724,0.0
Nb2O7Sr2,0290243,3,8.531701025006189,-1.6041816447738562,2.6865,5.5227,0.0
Nb2O7Sr2,0290243,4,12.035273372241639,-1.6041816447738562,2.6865,5.8478,0.0
Nb2O7Sr2,0290243,5,11.325511780288185,-1.6041816447738562,2.6865,5.6802,0.0
Nb2O7Sr2,0290243,6,11.205214680849384,-1.6041816447738562,2.6865,5.6932,0.0
Nb2O7Sr2,0290243,7,7.9228033062625975,-1.6041816447738562,2.6865,5.2334,0.0
Nb2O7Sr2,0290243,8,12.791445148776543,-1.6041816447738562,2.6865,5.7292,0.0
Nb2O7Sr2,0290243,9,10.033670196336796,-1.6041816447738562,2.6865,5.4793,0.0
Nb2O7Sr2,0290243,10,8.281749209706039,-1.6041816447738562,2.6865,5.5471,0.0
Nb2O7Sr2,0290243,11,12.220602404089012,-1.6041816447738562,2.6865,5.8118,0.0
Nb2O7Sr2,0290243,12,11.22703730840292,-1.6041816447738562,2.6865,5.5958,0.0
Nb2O7Sr2,0290243,13,11.116616092645577,-1.6041816447738562,2.6865,5.6843,0.0
Nb2O7Sr2,0290243,14,8.289488830409406,-1.6041816447738562,2.6865,5.7709,0.0
O3Y2,0290296,1,11.909879314854292,-3.290655589970924,3.7932,6.5735,0.0
Co1La2O4,icsd16404,1,10.512690768740015,-1.2318970816502175,2.2134,4.9685,0.0
Co1La2O4,icsd16404,2,11.23133985186573,-1.2318970816502175,2.2134,5.9606,0.0
Ba1La2O4,icsd427481,1,11.118024708013813,-2.8403280769497066,3.2494,6.5252,0.0
Ba1La2O4,icsd427481,2,11.687965748135717,-2.8403280769497066,3.2494,6.4588,0.0
Ba1La2O4,icsd427481,3,10.802281742510177,-2.8403280769497066,3.2494,6.6203,0.0
Ba1La2O4,icsd427481,4,11.522919971675957,-2.8403280769497066,3.2494,6.5091,0.0
Ba1Ce2O4,icsd427482,1,11.064927983096645,-2.8403280769497066,0.71,6.8914,0.0
Ba1Ce2O4,icsd427482,2,11.596163895110212,-2.8403280769497066,0.71,6.5518,0.0
Ba1Ce2O4,icsd427482,3,10.770922045315459,-2.8403280769497066,0.71,6.6828,0.0
Ba1Ce2O4,icsd427482,4,11.450548102113771,-2.8403280769497066,0.71,6.5635,0.0
